Table Name,Column Name,Data Type,Sensitivity Level,Example Values
Finance,CreditCardNumber,TEXT,Secret,GB69CWIJ27997985808563
Sales,LoyaltyPoints,INT,Private,59
Healthcare,EmergencyContact,TEXT,Private,Katie Hendrix
Finance,CompanyBudget,DECIMAL,Confidential,28825.05
Finance,CompanyBudget,DECIMAL,Confidential,27085.81
ITSecurity,APIKey,TEXT,Secret,91d7b98a98348ea45b339fe861c8b858
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB70HYCA44679762635781
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB09KDRX43648282716501
Employee,FullName,TEXT,Private,David Williams
Employee,PhoneNumber,TEXT,Private,001-893-794-4917
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,JobTitle,TEXT,Private,Family name each.
Finance,TaxID,TEXT,Secret,GB80LYPQ10172288735425
Finance,TaxID,TEXT,Secret,GB44SKYF44657239942193
Employee,DateOfBirth,DATE,Private,1995-03-04
Sales,CustomerFeedback,TEXT,Public,Media note run.
Finance,LoanAmount,DECIMAL,Confidential,99444.32
Employee,Email,TEXT,Private,carla63@example.net
Employee,Gender,TEXT,Private,female
Employee,Email,TEXT,Private,htrevino@example.com
ITSecurity,PasswordHash,TEXT,Secret,9f6e1c1b8c336cac50ff8c996712d853c68231679632d65f7af91bca64f51d35
Employee,FullName,TEXT,Private,Paul Henry
Sales,OrderHistory,TEXT,Public,Forward authority.
Finance,CreditCardNumber,TEXT,Secret,GB34HXKY64280757917208
ITSecurity,SessionToken,TEXT,Secret,deaee96a-d8e0-43f1-a994-71cd8670c342
Healthcare,Diagnosis,TEXT,Confidential,Really collection.
Sales,FavoriteProducts,TEXT,Public,Garden deep see up.
Healthcare,Diagnosis,TEXT,Confidential,Around grow ahead.
Employee,EmployeeID,TEXT,Private,Light speak know.
ITSecurity,SessionToken,TEXT,Secret,24dc9af1-8577-4a5b-9fcb-663c1a98cd02
Finance,CompanyBudget,DECIMAL,Confidential,90832.53
Employee,Gender,TEXT,Private,trans
ITSecurity,SessionToken,TEXT,Secret,f4c46625-8548-4dd4-af02-77687835f3e9
Employee,Gender,TEXT,Private,female
Sales,CustomerFeedback,TEXT,Public,May ago stand.
Employee,JobTitle,TEXT,Private,Throughout energy.
Finance,BankAccountNumber,TEXT,Confidential,GB72JCEW26248289282412
Employee,Age,INT,Private,36
Finance,InvestmentValue,DECIMAL,Confidential,55512.45
Healthcare,MedicalHistory,TEXT,Confidential,Sport value.
Healthcare,Diagnosis,TEXT,Confidential,Help project pick.
Employee,FullName,TEXT,Private,Gregory Grant
Healthcare,Diagnosis,TEXT,Confidential,Add put police yes.
ITSecurity,LoginAttempts,INT,Private,87
Employee,JobTitle,TEXT,Private,Analysis society.
Finance,LoanAmount,DECIMAL,Confidential,26358.29
ITSecurity,PasswordHash,TEXT,Secret,435224b42d68cf3c4ae4a4fb44296a78522ad047562b1f92cdb7a20f37c606b8
ITSecurity,SessionToken,TEXT,Secret,2ea85132-379b-4de8-944b-6b64dfc3cf89
Employee,ManagerName,TEXT,Private,Melissa Mcneil
Employee,DateOfBirth,DATE,Private,1987-04-22
Sales,FavoriteProducts,TEXT,Public,Learn view rate.
ITSecurity,PasswordHash,TEXT,Secret,8305769a6cdb5466392e8aea81cfc111e27c727f623cad7c0ddeeecf4acd4179
Employee,Gender,TEXT,Private,male
Employee,DateOfBirth,DATE,Private,2011-08-30
ITSecurity,PasswordHash,TEXT,Secret,8344a3abfce97ec7c9e4cc2541e33387babb1305395afc505d49c705976f9015
Sales,OrderHistory,TEXT,Public,Standard but.
Employee,PhoneNumber,TEXT,Private,5657906002
ITSecurity,SessionToken,TEXT,Secret,067629ed-5b7b-4d9c-b1de-ba28b404934b
Finance,CompanyBudget,DECIMAL,Confidential,59391.19
Healthcare,MedicalHistory,TEXT,Confidential,Carry growth may.
ITSecurity,PasswordHash,TEXT,Secret,209f143eded299c927b548e74786f16ce8ec80ff394d72a9bfe60684af4e16c3
ITSecurity,APIKey,TEXT,Secret,445333631965a92b0483c7f19bf8d1bd
Employee,Gender,TEXT,Private,female
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,OrderHistory,TEXT,Public,Land wear main how.
Employee,EmployeeID,TEXT,Private,Save rock way.
Employee,FullName,TEXT,Private,Michael Becker
Finance,BankAccountNumber,TEXT,Confidential,GB91GSQS95543887219279
ITSecurity,PasswordHash,TEXT,Secret,bf31662b4d71bf4d0f551c4fad34649cba18c8a0501cd19bd9ba1951ca8995f6
Sales,CustomerFeedback,TEXT,Public,Different no time.
Employee,Salary,DECIMAL,Confidential,23088.73
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB84EPRM54440379290849
Healthcare,Prescription,TEXT,Confidential,Break expect again.
Sales,CustomerFeedback,TEXT,Public,Fire outside spring.
Sales,OrderHistory,TEXT,Public,Once every do soon.
Finance,TaxID,TEXT,Secret,GB43IWMZ30818885186894
Sales,OrderHistory,TEXT,Public,Road green a debate.
ITSecurity,APIKey,TEXT,Secret,ea0936cc25d78ac047bbac8d3b41269d
ITSecurity,SessionToken,TEXT,Secret,127fa0e1-edfb-41ce-b188-fea34e589fbd
ITSecurity,APIKey,TEXT,Secret,d958ac21a8ecf6f9914d73f3f404b4c6
Sales,LoyaltyPoints,INT,Private,59
Finance,TaxID,TEXT,Secret,GB70PQZL68818342911690
Healthcare,MedicalHistory,TEXT,Confidential,Left wonder act.
Employee,FullName,TEXT,Private,David Tucker
ITSecurity,APIKey,TEXT,Secret,39e53c57cd18fe3126eff840a38c9f08
ITSecurity,PasswordHash,TEXT,Secret,926169aa86dc0530f92c2b51b19c065573975ee1e84e14d3ebd3fd55a506fed2
Employee,DateOfBirth,DATE,Private,2024-03-06
Finance,CompanyBudget,DECIMAL,Confidential,68357.81
Employee,Salary,DECIMAL,Confidential,86499.83
Employee,DateOfBirth,DATE,Private,2018-12-24
Employee,Gender,TEXT,Private,male
Employee,EmployeeID,TEXT,Private,Near fund debate.
Sales,CustomerFeedback,TEXT,Public,Believe real beyond.
Employee,PhoneNumber,TEXT,Private,(859)812-0573
Sales,LoyaltyPoints,INT,Private,46
ITSecurity,LoginAttempts,INT,Private,63
Sales,LoyaltyPoints,INT,Private,72
Sales,LoyaltyPoints,INT,Private,82
Employee,JobTitle,TEXT,Private,Word across yeah.
ITSecurity,LoginAttempts,INT,Private,39
Employee,Salary,DECIMAL,Confidential,13641.83
Sales,CustomerFeedback,TEXT,Public,Responsibility.
Finance,LoanAmount,DECIMAL,Confidential,51184.53
Employee,Gender,TEXT,Private,trans
Healthcare,Prescription,TEXT,Confidential,Service decide.
Sales,OrderHistory,TEXT,Public,Product without.
Healthcare,Prescription,TEXT,Confidential,Bank later add.
Employee,Salary,DECIMAL,Confidential,72493.41
Employee,Address,TEXT,Private,"70439 Cox Flat
West Dan, MT 20208"
Employee,PhoneNumber,TEXT,Private,994.494.9805
Healthcare,Diagnosis,TEXT,Confidential,Check yes reason.
Employee,Salary,DECIMAL,Confidential,45892.69
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Age,INT,Private,48
Employee,Address,TEXT,Private,"PSC 2191, Box 5212
APO AP 63303"
Employee,Email,TEXT,Private,myersjoseph@example.com
ITSecurity,SessionToken,TEXT,Secret,32541b3f-59c5-4e44-8cdf-9204612dde6b
Finance,BankAccountNumber,TEXT,Confidential,GB16AEJT65590061576929
ITSecurity,PasswordHash,TEXT,Secret,59fc4003e04cb65c525c4141be5aecce49f294d2b7ef0cb508cf54adc5cf5f4d
Finance,CreditCardNumber,TEXT,Secret,GB90GUNX60366300623188
Sales,DiscountCoupons,TEXT,Public,Lead arrive cut.
ITSecurity,SessionToken,TEXT,Secret,a988652b-d906-4e11-aad2-b2ba11c24912
Employee,Age,INT,Private,54
Employee,FullName,TEXT,Private,Katherine Woodward
Employee,Department,TEXT,Private,Ahead music father.
Employee,Gender,TEXT,Private,male
Sales,OrderHistory,TEXT,Public,Wind include sport.
Employee,Salary,DECIMAL,Confidential,63766.46
Finance,CreditCardNumber,TEXT,Secret,GB53NXPY84021761634562
Employee,Address,TEXT,Private,"92584 Williams Vista
Westmouth, LA 30621"
Sales,OrderHistory,TEXT,Public,Security begin sit.
Finance,InvestmentValue,DECIMAL,Confidential,9981.15
ITSecurity,PasswordHash,TEXT,Secret,712b164315d525afe50a8fd188b0855e321432b66891ff4e3dde677985681e41
Healthcare,Diagnosis,TEXT,Confidential,Economic heart.
Employee,Salary,DECIMAL,Confidential,39548.43
Employee,Salary,DECIMAL,Confidential,73628.95
Healthcare,Diagnosis,TEXT,Confidential,Meet six can.
Employee,PhoneNumber,TEXT,Private,(842)224-8548x421
ITSecurity,APIKey,TEXT,Secret,1ba2f1918d6c612b8b67c9b5c2b47a5a
ITSecurity,LoginAttempts,INT,Private,28
Sales,CustomerFeedback,TEXT,Public,Design trouble.
Employee,Gender,TEXT,Private,male
Sales,DiscountCoupons,TEXT,Public,Call notice head.
Employee,Age,INT,Private,71
Healthcare,MedicalHistory,TEXT,Confidential,Final rather.
Finance,CompanyBudget,DECIMAL,Confidential,39421.56
Healthcare,Diagnosis,TEXT,Confidential,Age life gun itself.
ITSecurity,LoginAttempts,INT,Private,47
Employee,DateOfBirth,DATE,Private,1989-02-06
Employee,DateOfBirth,DATE,Private,1988-02-13
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,EmployeeID,TEXT,Private,Fly than employee.
Employee,DateOfBirth,DATE,Private,1980-03-08
Healthcare,Diagnosis,TEXT,Confidential,Century suffer step.
Employee,FullName,TEXT,Private,Michael Hopkins DDS
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB36JAUP12478093343160
ITSecurity,PasswordHash,TEXT,Secret,66f027f35afa7166fa8512a98c04b4f85df53deb596d2e969a504fec685e44b4
Sales,LoyaltyPoints,INT,Private,50
ITSecurity,SessionToken,TEXT,Secret,94d2d4fa-6322-4297-a11d-896b044b700c
Finance,InvestmentValue,DECIMAL,Confidential,44300.75
Employee,ManagerName,TEXT,Private,Aaron Johns
Employee,Age,INT,Private,34
Employee,EmployeeID,TEXT,Private,Friend likely week.
Employee,ManagerName,TEXT,Private,Barbara Avila
Employee,ManagerName,TEXT,Private,Mark Wu
Sales,DiscountCoupons,TEXT,Public,They also task.
Employee,Age,INT,Private,48
Finance,TaxID,TEXT,Secret,GB13NDUK34281967060179
Employee,PhoneNumber,TEXT,Private,+1-631-388-6844x31501
Employee,Age,INT,Private,28
ITSecurity,LoginAttempts,INT,Private,21
Finance,CreditCardNumber,TEXT,Secret,GB32MYPG54768280702373
ITSecurity,LoginAttempts,INT,Private,90
Employee,ManagerName,TEXT,Private,Sharon Carey
ITSecurity,APIKey,TEXT,Secret,e02a49602e064194718f5e7fbb25a9f5
Employee,Email,TEXT,Private,yskinner@example.net
Employee,Email,TEXT,Private,awilliamson@example.com
Healthcare,EmergencyContact,TEXT,Private,Nicole Wilson
Healthcare,EmergencyContact,TEXT,Private,Susan Alexander
Sales,DiscountCoupons,TEXT,Public,Entire talk head.
Employee,Department,TEXT,Private,Old civil field.
Employee,FullName,TEXT,Private,Deborah Peterson
Finance,BankAccountNumber,TEXT,Confidential,GB56ESOM83781462650795
Finance,BankAccountNumber,TEXT,Confidential,GB94LLQJ80443185362374
Employee,Salary,DECIMAL,Confidential,48564.63
Employee,Email,TEXT,Private,mooremichael@example.net
ITSecurity,SessionToken,TEXT,Secret,00a36900-cae9-41c6-b0c5-2b29b0c1649b
Employee,Age,INT,Private,73
Sales,LoyaltyPoints,INT,Private,50
Finance,InvestmentValue,DECIMAL,Confidential,27706.61
Employee,Address,TEXT,Private,"648 Black Port Suite 396
Calderonfort, KS 68374"
Employee,FullName,TEXT,Private,Yolanda Smith
Employee,FullName,TEXT,Private,Charles Riley
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,APIKey,TEXT,Secret,3f636c28213bab8d1794014739cbbb5b
Healthcare,Diagnosis,TEXT,Confidential,Authority run hear.
Finance,BankAccountNumber,TEXT,Confidential,GB83FHNK21184292639892
Employee,Salary,DECIMAL,Confidential,51229.06
Sales,FavoriteProducts,TEXT,Public,Visit trouble white.
Sales,DiscountCoupons,TEXT,Public,Success firm again.
Employee,EmployeeID,TEXT,Private,Property land into.
Employee,EmployeeID,TEXT,Private,Present young.
Employee,DateOfBirth,DATE,Private,1977-08-12
Sales,OrderHistory,TEXT,Public,Sort seven feeling.
ITSecurity,LoginAttempts,INT,Private,86
Employee,FullName,TEXT,Private,Christopher Williams
Employee,Salary,DECIMAL,Confidential,56784.93
Employee,JobTitle,TEXT,Private,Fall rise product.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Sales,OrderHistory,TEXT,Public,Sell growth.
Employee,Gender,TEXT,Private,trans
ITSecurity,APIKey,TEXT,Secret,2260e1c26c35c3acd36200fdd34057de
Healthcare,EmergencyContact,TEXT,Private,Jeffrey Delgado
Sales,OrderHistory,TEXT,Public,Region people.
Finance,BankAccountNumber,TEXT,Confidential,GB34VMDZ23869370324624
Employee,JobTitle,TEXT,Private,Mouth kind serve.
Employee,EmployeeID,TEXT,Private,Respond among end.
ITSecurity,LoginAttempts,INT,Private,91
Employee,PhoneNumber,TEXT,Private,(701)569-6153x077
Sales,CustomerFeedback,TEXT,Public,Report husband top.
Employee,Email,TEXT,Private,kellyhenry@example.net
Employee,EmployeeID,TEXT,Private,Total piece sign.
Finance,CreditCardNumber,TEXT,Secret,GB51XBKH51669754279284
Healthcare,MedicalHistory,TEXT,Confidential,Hope unit again.
Finance,CreditCardNumber,TEXT,Secret,GB67PZQU26471156848852
Employee,DateOfBirth,DATE,Private,1987-07-09
Employee,Salary,DECIMAL,Confidential,54228.3
Employee,ManagerName,TEXT,Private,Susan Ramirez
Employee,FullName,TEXT,Private,Michele Vargas
Healthcare,MedicalHistory,TEXT,Confidential,Dinner soldier.
Employee,ManagerName,TEXT,Private,Michael Thompson
Healthcare,Prescription,TEXT,Confidential,Kind hotel four.
Employee,Department,TEXT,Private,Environmental once.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,APIKey,TEXT,Secret,e04e6f62c5eb9d0d6395b8fb2e47b2c9
Finance,BankAccountNumber,TEXT,Confidential,GB94NJAP41901232253614
Employee,Email,TEXT,Private,sparksjonathan@example.com
Employee,Email,TEXT,Private,kimberly52@example.org
ITSecurity,LoginAttempts,INT,Private,35
Healthcare,Prescription,TEXT,Confidential,Smile finish.
ITSecurity,APIKey,TEXT,Secret,4d77ca0e3cd63535fe4b1a648ef10dfa
Sales,OrderHistory,TEXT,Public,Term speech spring.
Healthcare,EmergencyContact,TEXT,Private,Dawn Peterson
ITSecurity,PasswordHash,TEXT,Secret,6e77124072f0c4410dd56f8d06a03203a298f1a25ae5471de0f0fd4e576144ae
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB43IGSG55709566132704
Healthcare,EmergencyContact,TEXT,Private,Devon Elliott
Employee,Department,TEXT,Private,Heavy car case.
Sales,DiscountCoupons,TEXT,Public,Public which before.
ITSecurity,PasswordHash,TEXT,Secret,d3d096c8e6a8acfe0bbe9587475ec673a65f5987fb44e37e1bb463b7605fe9fc
Employee,Address,TEXT,Private,"4747 Robin Manors
Lake Danielleborough, RI 66835"
Employee,JobTitle,TEXT,Private,Now democratic use.
Healthcare,EmergencyContact,TEXT,Private,Cathy Roy
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB30NZXR45602805241261
Sales,LoyaltyPoints,INT,Private,93
Finance,TaxID,TEXT,Secret,GB84EHVB52919383875256
Employee,Email,TEXT,Private,robinsonmichelle@example.org
ITSecurity,SessionToken,TEXT,Secret,439691be-b2b3-4400-a111-d9b92b2de081
ITSecurity,APIKey,TEXT,Secret,89b7c3372cbc310506cd8cd0fe5f8e88
ITSecurity,LoginAttempts,INT,Private,39
Healthcare,Diagnosis,TEXT,Confidential,Technology resource.
Sales,OrderHistory,TEXT,Public,Send sometimes.
Finance,CompanyBudget,DECIMAL,Confidential,61619.9
Employee,Department,TEXT,Private,Can walk quality.
Employee,Salary,DECIMAL,Confidential,47510.05
Employee,Department,TEXT,Private,Eat ready reach why.
Finance,BankAccountNumber,TEXT,Confidential,GB73GRWP54086709228972
Employee,PhoneNumber,TEXT,Private,2646560886
ITSecurity,LoginAttempts,INT,Private,20
Finance,TaxID,TEXT,Secret,GB79PPPS83501677700613
Finance,InvestmentValue,DECIMAL,Confidential,26559.58
Employee,Age,INT,Private,74
Employee,ManagerName,TEXT,Private,Virginia Ramsey
Employee,Gender,TEXT,Private,female
Finance,LoanAmount,DECIMAL,Confidential,77354.86
Employee,DateOfBirth,DATE,Private,2022-05-15
Employee,FullName,TEXT,Private,Vincent Dyer
Employee,DateOfBirth,DATE,Private,2022-03-29
Finance,CreditCardNumber,TEXT,Secret,GB20WKPZ31718854543174
Healthcare,Prescription,TEXT,Confidential,Able tax want.
ITSecurity,PasswordHash,TEXT,Secret,9f6ea927ef2f1839f9cbf4d20b7dd24c5dd8aa3bf95b731431ad2df8e1c251ca
Employee,Department,TEXT,Private,Pretty off west.
Employee,Gender,TEXT,Private,female
Employee,DateOfBirth,DATE,Private,2017-08-21
Employee,JobTitle,TEXT,Private,Indeed unit myself.
ITSecurity,PasswordHash,TEXT,Secret,306ffe3858ebac5b931ba58147f4883f81f7f58d1db1bc0f4700ec4529549598
ITSecurity,PasswordHash,TEXT,Secret,a7b325921fd689270841140dfcd2d63d8aad1f73344a2f1aba67c295a2bbaa96
Employee,Email,TEXT,Private,jonesmark@example.com
Employee,Salary,DECIMAL,Confidential,88158.01
Finance,CreditCardNumber,TEXT,Secret,GB28DRCB96058730256264
Employee,Department,TEXT,Private,Catch final quality.
Employee,EmployeeID,TEXT,Private,Maybe ground often.
Employee,Department,TEXT,Private,Nature appear trip.
Sales,CustomerFeedback,TEXT,Public,Remember modern.
Sales,DiscountCoupons,TEXT,Public,Form nearly drive.
Employee,Department,TEXT,Private,Hotel along TV her.
Finance,InvestmentValue,DECIMAL,Confidential,49776.06
Employee,Age,INT,Private,37
Employee,Salary,DECIMAL,Confidential,50859.73
Healthcare,EmergencyContact,TEXT,Private,Danny Hancock
Sales,CustomerFeedback,TEXT,Public,Successful city.
Employee,DateOfBirth,DATE,Private,1993-11-30
Healthcare,EmergencyContact,TEXT,Private,Maria Rios
Employee,JobTitle,TEXT,Private,Act local magazine.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB42FDUL71692311751261
Healthcare,Prescription,TEXT,Confidential,Raise would.
Sales,CustomerFeedback,TEXT,Public,Off large region.
ITSecurity,PasswordHash,TEXT,Secret,d28339009af4cd834fbd85eb4a3c07e34859a13d2d4316d1dbfdc6cd6ec968dc
Sales,OrderHistory,TEXT,Public,Foreign third.
Finance,LoanAmount,DECIMAL,Confidential,6015.03
Sales,DiscountCoupons,TEXT,Public,Candidate involve.
Employee,DateOfBirth,DATE,Private,1983-01-20
Sales,DiscountCoupons,TEXT,Public,Government sit.
ITSecurity,PasswordHash,TEXT,Secret,fbf74b627d81420765d3b3bedf30e36c00adc2e519b68b3493f2ee542f4c9c75
Finance,CompanyBudget,DECIMAL,Confidential,64020.47
ITSecurity,PasswordHash,TEXT,Secret,762bbe21ff0511a6e06c2335d082d8df1e0eeddf567bfa5f72632bbfbc7e640a
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB18MLIE93928948846706
ITSecurity,LoginAttempts,INT,Private,54
Employee,Email,TEXT,Private,melissa37@example.com
Finance,CreditCardNumber,TEXT,Secret,GB75CFSD78840693876113
Finance,LoanAmount,DECIMAL,Confidential,93841.54
Employee,Age,INT,Private,28
Finance,InvestmentValue,DECIMAL,Confidential,75850.72
Employee,FullName,TEXT,Private,Dennis Leon
Employee,JobTitle,TEXT,Private,National rate worry.
Healthcare,MedicalHistory,TEXT,Confidential,Hand as and four.
Employee,Email,TEXT,Private,poliver@example.net
Finance,TaxID,TEXT,Secret,GB72VBXA27539473839583
Healthcare,Diagnosis,TEXT,Confidential,Year way soldier.
ITSecurity,PasswordHash,TEXT,Secret,ec19188cb20649014304bb10672e91b3d6de161334f3bf1f8abf74145a0dea63
Employee,FullName,TEXT,Private,Francisco Murphy
Finance,InvestmentValue,DECIMAL,Confidential,10191.93
Sales,OrderHistory,TEXT,Public,Attack should.
Employee,PhoneNumber,TEXT,Private,+1-245-698-1236x114
ITSecurity,APIKey,TEXT,Secret,20f51e7675ff6837c5d4eeef7468321c
Finance,TaxID,TEXT,Secret,GB70QXBZ28678791712280
Employee,Age,INT,Private,43
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,FavoriteProducts,TEXT,Public,Think least few.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,LoginAttempts,INT,Private,90
Employee,Gender,TEXT,Private,female
Finance,CompanyBudget,DECIMAL,Confidential,64753.36
Sales,CustomerFeedback,TEXT,Public,Information least.
Finance,CreditCardNumber,TEXT,Secret,GB90DKQB27906278082548
Employee,Address,TEXT,Private,"67354 Mary Street Suite 841
West Nicholas, PA 56417"
Employee,DateOfBirth,DATE,Private,2013-06-17
Finance,CompanyBudget,DECIMAL,Confidential,60118.36
Sales,DiscountCoupons,TEXT,Public,Teach citizen.
Sales,FavoriteProducts,TEXT,Public,Media the south.
Employee,Age,INT,Private,91
Finance,BankAccountNumber,TEXT,Confidential,GB78IUJE98076318391815
Employee,Address,TEXT,Private,"8178 Becky Dale Suite 148
Owensmouth, CA 02116"
Healthcare,Diagnosis,TEXT,Confidential,Though interview.
Employee,DateOfBirth,DATE,Private,2013-09-20
Finance,CompanyBudget,DECIMAL,Confidential,4513.63
Employee,Address,TEXT,Private,"0576 Eric Avenue Suite 939
Saundersfort, AR 76933"
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB24LLPK30115796133721
ITSecurity,LoginAttempts,INT,Private,84
Employee,Salary,DECIMAL,Confidential,70402.15
Finance,LoanAmount,DECIMAL,Confidential,37512.83
Healthcare,Diagnosis,TEXT,Confidential,Democratic member.
Employee,Age,INT,Private,51
Employee,ManagerName,TEXT,Private,Emily Willis
Employee,Gender,TEXT,Private,female
Sales,OrderHistory,TEXT,Public,Throughout because.
Finance,BankAccountNumber,TEXT,Confidential,GB77FBAM36284487650055
Healthcare,MedicalHistory,TEXT,Confidential,Theory father.
Employee,EmployeeID,TEXT,Private,Drug sit rise.
Sales,DiscountCoupons,TEXT,Public,Force certainly.
Sales,CustomerFeedback,TEXT,Public,Mean east operation.
Employee,JobTitle,TEXT,Private,Economy behavior.
Sales,DiscountCoupons,TEXT,Public,Together half.
Employee,DateOfBirth,DATE,Private,1983-06-21
Employee,JobTitle,TEXT,Private,Serious increase.
ITSecurity,PasswordHash,TEXT,Secret,c1282ab947e2d30743766050196b3a2841149981d32340bf8c646de9779fc16c
Finance,InvestmentValue,DECIMAL,Confidential,80761.29
Finance,CompanyBudget,DECIMAL,Confidential,45728.03
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,BankAccountNumber,TEXT,Confidential,GB73GBIY02994455826099
Employee,Email,TEXT,Private,fandrade@example.org
ITSecurity,LoginAttempts,INT,Private,31
Employee,FullName,TEXT,Private,Douglas King
Finance,CreditCardNumber,TEXT,Secret,GB42MNGO66615391929757
Sales,OrderHistory,TEXT,Public,Degree trade close.
Healthcare,Diagnosis,TEXT,Confidential,Stock my expert.
Employee,Salary,DECIMAL,Confidential,62961.3
Employee,Gender,TEXT,Private,trans
ITSecurity,PasswordHash,TEXT,Secret,9a3a5ab07f3e17bed2ae4a16a876c9f609926a897c9dc266c34569b0a0b11a91
ITSecurity,APIKey,TEXT,Secret,f573a8ddb7f89e40b363619bcee10303
Employee,JobTitle,TEXT,Private,Mrs six western.
ITSecurity,APIKey,TEXT,Secret,fe3ef2c2596f044a00ed345beb469c79
Employee,DateOfBirth,DATE,Private,1983-11-08
ITSecurity,LoginAttempts,INT,Private,36
Sales,FavoriteProducts,TEXT,Public,Move person police.
Employee,Email,TEXT,Private,allisonricky@example.com
ITSecurity,APIKey,TEXT,Secret,0fe6c41dbe0be53d71d7315df3ab9901
Sales,FavoriteProducts,TEXT,Public,Onto debate summer.
ITSecurity,APIKey,TEXT,Secret,0b294e02c8f132e5e177c106c34657e3
Employee,Department,TEXT,Private,Nothing cold ahead.
Finance,LoanAmount,DECIMAL,Confidential,41051.36
Employee,DateOfBirth,DATE,Private,1993-11-18
Employee,Email,TEXT,Private,emma70@example.net
Employee,PhoneNumber,TEXT,Private,9329295097
Employee,Gender,TEXT,Private,male
Employee,EmployeeID,TEXT,Private,Who surface low.
Employee,Address,TEXT,Private,"253 Walter River
Thompsonville, MN 57004"
Sales,FavoriteProducts,TEXT,Public,Unit art discuss.
Sales,OrderHistory,TEXT,Public,Interest fall book.
Employee,Department,TEXT,Private,Address stock.
Finance,BankAccountNumber,TEXT,Confidential,GB39VWXY82482813175107
ITSecurity,SessionToken,TEXT,Secret,a84b8d8f-3cf6-4872-a373-f1bb1509e78d
Employee,Email,TEXT,Private,gwilliams@example.net
Finance,TaxID,TEXT,Secret,GB57VQEB84944037981556
Employee,Address,TEXT,Private,"1984 Durham Unions Apt. 222
Harrisshire, MA 98788"
Sales,OrderHistory,TEXT,Public,Speak include get.
Employee,Gender,TEXT,Private,male
Employee,EmployeeID,TEXT,Private,Indeed within party.
Employee,Department,TEXT,Private,Certainly able.
Employee,Gender,TEXT,Private,trans
Sales,DiscountCoupons,TEXT,Public,Billion center.
Employee,DateOfBirth,DATE,Private,1973-09-01
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB20XHHQ49982014992481
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Finance,BankAccountNumber,TEXT,Confidential,GB43YEMB16408468219640
Healthcare,Prescription,TEXT,Confidential,Clearly party out.
Employee,ManagerName,TEXT,Private,Gary Palmer
Employee,Email,TEXT,Private,rhorne@example.com
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB24CULF87415323424908
Finance,TaxID,TEXT,Secret,GB87TSVI29471285942710
Sales,CustomerFeedback,TEXT,Public,New science side.
Employee,ManagerName,TEXT,Private,Erika Romero
Employee,EmployeeID,TEXT,Private,Minute above.
Sales,OrderHistory,TEXT,Public,Describe over seem.
Sales,OrderHistory,TEXT,Public,Among wonder blue.
Sales,DiscountCoupons,TEXT,Public,Camera moment.
Employee,Department,TEXT,Private,Memory able always.
Finance,TaxID,TEXT,Secret,GB05WZZM94412788939214
Employee,DateOfBirth,DATE,Private,1997-05-18
Finance,BankAccountNumber,TEXT,Confidential,GB30FDMD25371335594437
Employee,Department,TEXT,Private,Back sea very his.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB87PKRV56173736313452
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Salary,DECIMAL,Confidential,42413.31
Employee,Age,INT,Private,41
Employee,Age,INT,Private,73
Healthcare,EmergencyContact,TEXT,Private,Lynn Stewart
Employee,JobTitle,TEXT,Private,Generation fire.
Healthcare,EmergencyContact,TEXT,Private,Tracey Carrillo
Employee,Salary,DECIMAL,Confidential,46846.61
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,PhoneNumber,TEXT,Private,001-609-884-1122x64038
Employee,FullName,TEXT,Private,Misty Ross
Sales,CustomerFeedback,TEXT,Public,Support forward.
Finance,CompanyBudget,DECIMAL,Confidential,41617.2
Employee,Address,TEXT,Private,"63791 Nicholas Dam
Walkermouth, NY 15384"
Healthcare,Prescription,TEXT,Confidential,Full just any.
