Table Name,Column Name,Data Type,Sensitivity Level,Example Values
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,EmployeeID,TEXT,Private,Value thousand PM.
Sales,FavoriteProducts,TEXT,Public,Of whatever western.
ITSecurity,LoginAttempts,INT,Private,81
Sales,LoyaltyPoints,INT,Private,39
Healthcare,Diagnosis,TEXT,Confidential,Heavy without past.
Sales,DiscountCoupons,TEXT,Public,Travel fish hotel.
Sales,CustomerFeedback,TEXT,Public,Event American.
Sales,FavoriteProducts,TEXT,Public,Although mother.
Sales,OrderHistory,TEXT,Public,News onto black him.
Finance,CompanyBudget,DECIMAL,Confidential,97826.06
Employee,JobTitle,TEXT,Private,Case business tough.
Sales,LoyaltyPoints,INT,Private,31
Employee,Salary,DECIMAL,Confidential,20390.75
Employee,ManagerName,TEXT,Private,Vicki Smith
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,TaxID,TEXT,Secret,GB48HDLQ81007028484329
Healthcare,MedicalHistory,TEXT,Confidential,National clearly.
ITSecurity,APIKey,TEXT,Secret,a71072d2031b3b6689d6933b741463d8
ITSecurity,LoginAttempts,INT,Private,21
Healthcare,Prescription,TEXT,Confidential,Skill three eat.
Employee,FullName,TEXT,Private,Erin Tyler
Sales,DiscountCoupons,TEXT,Public,Remember draw over.
Employee,Age,INT,Private,30
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB30XMSG57203242267353
Finance,CreditCardNumber,TEXT,Secret,GB38ABMS03081989091576
Employee,JobTitle,TEXT,Private,National rate worry.
Employee,FullName,TEXT,Private,Sean Brown
Employee,Age,INT,Private,40
Employee,Age,INT,Private,41
Sales,LoyaltyPoints,INT,Private,83
Sales,LoyaltyPoints,INT,Private,80
Employee,Department,TEXT,Private,Why through drive.
Finance,InvestmentValue,DECIMAL,Confidential,59652.19
Finance,CompanyBudget,DECIMAL,Confidential,79387.07
Employee,Age,INT,Private,60
Sales,LoyaltyPoints,INT,Private,50
Finance,InvestmentValue,DECIMAL,Confidential,8546.89
Finance,TaxID,TEXT,Secret,GB84KMCM64923403748853
Finance,CompanyBudget,DECIMAL,Confidential,10208.5
Employee,Gender,TEXT,Private,male
ITSecurity,APIKey,TEXT,Secret,3cfc798d82dd865b5c23c5b7aefc6c56
ITSecurity,SessionToken,TEXT,Secret,3a3abd6c-c8a8-499f-8c57-299bc9c1b3a8
Employee,ManagerName,TEXT,Private,Earl Lee
Employee,FullName,TEXT,Private,Bruce Campbell
Finance,CreditCardNumber,TEXT,Secret,GB19IYWH30503254550267
Employee,FullName,TEXT,Private,Sarah Ford
Healthcare,EmergencyContact,TEXT,Private,Jennifer Allen
Employee,Age,INT,Private,66
Employee,DateOfBirth,DATE,Private,1970-06-19
Employee,Salary,DECIMAL,Confidential,70402.15
Employee,EmployeeID,TEXT,Private,Current whom.
Employee,ManagerName,TEXT,Private,Latoya Mejia
Sales,FavoriteProducts,TEXT,Public,Thought majority.
Finance,InvestmentValue,DECIMAL,Confidential,31851.89
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
ITSecurity,LoginAttempts,INT,Private,23
ITSecurity,PasswordHash,TEXT,Secret,108b755c5392d653c43f9f8410696b0f9917c6058bce76b1dafc816fca0d1ae7
ITSecurity,SessionToken,TEXT,Secret,2d40c193-4a3a-45f6-a2d4-34ea493d6eb7
Finance,CreditCardNumber,TEXT,Secret,GB83TDTT27896425935422
Employee,Gender,TEXT,Private,male
Healthcare,MedicalHistory,TEXT,Confidential,Term state early.
Sales,OrderHistory,TEXT,Public,Serious phone.
Employee,EmployeeID,TEXT,Private,Worker act card.
Finance,InvestmentValue,DECIMAL,Confidential,14905.46
Employee,JobTitle,TEXT,Private,Plant ground me.
Finance,TaxID,TEXT,Secret,GB92MLEC21568185521038
Sales,CustomerFeedback,TEXT,Public,Leader down offer.
Sales,LoyaltyPoints,INT,Private,83
Sales,DiscountCoupons,TEXT,Public,Wonder rich north.
ITSecurity,SessionToken,TEXT,Secret,b0538ade-1633-4978-b52b-82ecfab8ffa7
Finance,BankAccountNumber,TEXT,Confidential,GB16QULQ32652880024994
Finance,TaxID,TEXT,Secret,GB35YYER44960632727235
Sales,LoyaltyPoints,INT,Private,52
Employee,Age,INT,Private,78
Employee,JobTitle,TEXT,Private,Decision discover.
Finance,InvestmentValue,DECIMAL,Confidential,8904.08
Employee,DateOfBirth,DATE,Private,2024-01-02
Employee,Department,TEXT,Private,Central young owner.
Healthcare,Diagnosis,TEXT,Confidential,Eight hospital.
ITSecurity,LoginAttempts,INT,Private,53
Healthcare,Diagnosis,TEXT,Confidential,Many commercial.
Employee,Salary,DECIMAL,Confidential,66579.99
Employee,ManagerName,TEXT,Private,Jason Hill
Employee,DateOfBirth,DATE,Private,2002-08-27
Sales,FavoriteProducts,TEXT,Public,Environmental lose.
Finance,CompanyBudget,DECIMAL,Confidential,29058.89
Finance,LoanAmount,DECIMAL,Confidential,24032.93
Finance,CompanyBudget,DECIMAL,Confidential,98333.56
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB68WLTZ82007271224900
Finance,BankAccountNumber,TEXT,Confidential,GB86JIWN56334580656900
Healthcare,EmergencyContact,TEXT,Private,Daniel Hunter
Sales,DiscountCoupons,TEXT,Public,Call notice head.
Sales,FavoriteProducts,TEXT,Public,Career yes couple.
Finance,TaxID,TEXT,Secret,GB32OJZO75771501270830
ITSecurity,SessionToken,TEXT,Secret,a84b8d8f-3cf6-4872-a373-f1bb1509e78d
Sales,LoyaltyPoints,INT,Private,21
Finance,InvestmentValue,DECIMAL,Confidential,12087.14
Employee,Email,TEXT,Private,hamiltonchristine@example.net
ITSecurity,SessionToken,TEXT,Secret,a988652b-d906-4e11-aad2-b2ba11c24912
Employee,PhoneNumber,TEXT,Private,(211)705-9024x3323
Sales,DiscountCoupons,TEXT,Public,Executive himself.
Finance,InvestmentValue,DECIMAL,Confidential,30807.57
Employee,Department,TEXT,Private,Organization ground.
Employee,PhoneNumber,TEXT,Private,205.697.8205x2216
Sales,LoyaltyPoints,INT,Private,75
Finance,BankAccountNumber,TEXT,Confidential,GB08KWMI86638343533802
Employee,FullName,TEXT,Private,Taylor Bailey
Employee,Salary,DECIMAL,Confidential,27285.5
Employee,Salary,DECIMAL,Confidential,8512.66
Employee,Department,TEXT,Private,Realize knowledge.
Healthcare,Diagnosis,TEXT,Confidential,Leader vote for.
Employee,EmployeeID,TEXT,Private,Charge painting.
ITSecurity,SessionToken,TEXT,Secret,431cc80d-f87c-4eb4-bd15-39e4cb423580
Employee,Gender,TEXT,Private,trans
Healthcare,Diagnosis,TEXT,Confidential,Age life gun itself.
Sales,DiscountCoupons,TEXT,Public,Improve.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,CreditCardNumber,TEXT,Secret,GB87UKSK93112507876213
Employee,ManagerName,TEXT,Private,Heather Ryan
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,MedicalHistory,TEXT,Confidential,Make money read.
ITSecurity,LoginAttempts,INT,Private,45
Finance,TaxID,TEXT,Secret,GB18BFZF33343330775447
Sales,CustomerFeedback,TEXT,Public,Director very these.
ITSecurity,APIKey,TEXT,Secret,2d3682766a03bb430639c745d4ef030e
Employee,Address,TEXT,Private,"67185 Joseph Bypass Apt. 534
Port Leslieport, NV 42332"
Healthcare,MedicalHistory,TEXT,Confidential,Onto current seat.
Employee,Department,TEXT,Private,Can walk quality.
Sales,DiscountCoupons,TEXT,Public,Plan adult bag also.
Finance,CompanyBudget,DECIMAL,Confidential,3577.05
Employee,FullName,TEXT,Private,Andres Berger
Finance,CompanyBudget,DECIMAL,Confidential,8916.16
Finance,LoanAmount,DECIMAL,Confidential,24540.15
Finance,CreditCardNumber,TEXT,Secret,GB72SPAR07565555526680
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,MedicalHistory,TEXT,Confidential,Author raise be.
Employee,Age,INT,Private,31
Sales,OrderHistory,TEXT,Public,Often ground mouth.
Employee,DateOfBirth,DATE,Private,2013-10-09
Finance,LoanAmount,DECIMAL,Confidential,48883.36
Employee,Address,TEXT,Private,"7961 Tiffany Vista
Lake Nicholas, VA 53160"
Healthcare,MedicalHistory,TEXT,Confidential,Southern.
Finance,InvestmentValue,DECIMAL,Confidential,17733.15
Employee,EmployeeID,TEXT,Private,Wrong member our.
Employee,ManagerName,TEXT,Private,Valerie Rosales
ITSecurity,PasswordHash,TEXT,Secret,6c4e684af7e1e99d498e890685993d5d70fdf5a56e9ad716221a0f4fdc2006d3
Finance,InvestmentValue,DECIMAL,Confidential,47711.22
Employee,Gender,TEXT,Private,trans
Employee,Salary,DECIMAL,Confidential,5129.4
Sales,DiscountCoupons,TEXT,Public,Force challenge.
ITSecurity,PasswordHash,TEXT,Secret,5ea5012bba2820425d95f7a0bdd082f768f146ceacc1e3ecc6d4259a5596dec9
Healthcare,EmergencyContact,TEXT,Private,Melissa Williams
Employee,Address,TEXT,Private,"822 Novak Mountains
Lynnton, MD 94179"
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB95ZQYQ55428921391089
Employee,Department,TEXT,Private,Evening.
Healthcare,MedicalHistory,TEXT,Confidential,Like own open four.
ITSecurity,SessionToken,TEXT,Secret,2726d1b6-5df9-4c69-a1a5-8e80405e9a27
Sales,DiscountCoupons,TEXT,Public,Risk choose mention.
Employee,Address,TEXT,Private,"68814 April Run
Haydenbury, MT 35933"
Employee,FullName,TEXT,Private,Aaron Hayes
Healthcare,EmergencyContact,TEXT,Private,Katie Aguirre
Finance,LoanAmount,DECIMAL,Confidential,11236.75
Employee,FullName,TEXT,Private,Cody James
Sales,OrderHistory,TEXT,Public,Every dog nor.
Employee,FullName,TEXT,Private,Glen Cummings
Employee,Email,TEXT,Private,uchavez@example.com
Employee,Gender,TEXT,Private,female
Finance,TaxID,TEXT,Secret,GB43KULB94417972188585
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,EmergencyContact,TEXT,Private,Victor Ayala
Finance,LoanAmount,DECIMAL,Confidential,86976.17
Employee,DateOfBirth,DATE,Private,2007-02-27
Finance,BankAccountNumber,TEXT,Confidential,GB43DHHU73407804588076
Sales,FavoriteProducts,TEXT,Public,President area know.
Finance,TaxID,TEXT,Secret,GB28THTD64062617345671
Employee,EmployeeID,TEXT,Private,Actually wear.
Finance,BankAccountNumber,TEXT,Confidential,GB94LLQJ80443185362374
Finance,TaxID,TEXT,Secret,GB80ILKH35705492904186
Finance,LoanAmount,DECIMAL,Confidential,52000.82
Finance,BankAccountNumber,TEXT,Confidential,GB65EXFM61369335010459
Employee,JobTitle,TEXT,Private,True best thing.
Sales,OrderHistory,TEXT,Public,Interest fall book.
Sales,LoyaltyPoints,INT,Private,82
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Email,TEXT,Private,natalie00@example.net
Finance,CreditCardNumber,TEXT,Secret,GB80CQYT61394067332209
Healthcare,EmergencyContact,TEXT,Private,Sara Johnston
Finance,BankAccountNumber,TEXT,Confidential,GB50GJNH37419239311965
Employee,Department,TEXT,Private,North cultural top.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Finance,BankAccountNumber,TEXT,Confidential,GB75YADA31965561451584
Employee,EmployeeID,TEXT,Private,Require that.
Employee,DateOfBirth,DATE,Private,2016-08-17
Finance,TaxID,TEXT,Secret,GB24GMFK10106708053424
Finance,TaxID,TEXT,Secret,GB36PBEQ85261105529433
Employee,Salary,DECIMAL,Confidential,60266.63
ITSecurity,PasswordHash,TEXT,Secret,0be5db9c6188279a34cdf4a19ca12cdfda48bd56175f4b61d96b5e36fa6079e4
Sales,CustomerFeedback,TEXT,Public,Include send.
Sales,OrderHistory,TEXT,Public,Movement inside.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB71RHNG30361368061243
Sales,OrderHistory,TEXT,Public,Design two too.
Employee,EmployeeID,TEXT,Private,Plan rich cold.
Employee,Address,TEXT,Private,"4894 Farrell Gateway Apt. 506
Jennifertown, NV 04765"
Finance,BankAccountNumber,TEXT,Confidential,GB77FBAM36284487650055
Employee,Salary,DECIMAL,Confidential,33842.77
ITSecurity,SessionToken,TEXT,Secret,d1570afe-b629-4d94-9d19-9a0182455ce2
Employee,Address,TEXT,Private,"672 Miller Mall
Port Patricktown, VI 52170"
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,EmergencyContact,TEXT,Private,Sydney Delacruz
Sales,CustomerFeedback,TEXT,Public,Though fact far.
Employee,ManagerName,TEXT,Private,Melinda Hensley
Finance,LoanAmount,DECIMAL,Confidential,61552.87
Healthcare,EmergencyContact,TEXT,Private,Andrew Lyons
Finance,CompanyBudget,DECIMAL,Confidential,19996.35
Employee,DateOfBirth,DATE,Private,1996-02-12
Sales,FavoriteProducts,TEXT,Public,Require ground way.
Finance,CompanyBudget,DECIMAL,Confidential,5411.11
Finance,LoanAmount,DECIMAL,Confidential,33009.75
Finance,TaxID,TEXT,Secret,GB50IFQW59666266858523
ITSecurity,SessionToken,TEXT,Secret,e832fac1-640f-45df-a103-2eceaac6c166
Employee,ManagerName,TEXT,Private,Audrey Massey
ITSecurity,SessionToken,TEXT,Secret,17071f42-cfc0-4775-a976-095865589363
ITSecurity,SessionToken,TEXT,Secret,9eef0015-5cac-4b72-9826-cc7cc9ae5a81
Employee,Gender,TEXT,Private,male
Employee,Age,INT,Private,94
Employee,Department,TEXT,Private,Fight money station.
Finance,BankAccountNumber,TEXT,Confidential,GB62AQJY33173000218161
Employee,PhoneNumber,TEXT,Private,819-710-3180x71965
ITSecurity,LoginAttempts,INT,Private,25
Sales,DiscountCoupons,TEXT,Public,Force certainly.
Healthcare,Diagnosis,TEXT,Confidential,Some how early.
Sales,FavoriteProducts,TEXT,Public,Visit trouble white.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB41TXEW31932702585893
Employee,FullName,TEXT,Private,Sarah Ellis
ITSecurity,APIKey,TEXT,Secret,7a0f06ce4692fc049bf6f35f50364133
Employee,Age,INT,Private,23
Employee,JobTitle,TEXT,Private,First budget sport.
ITSecurity,APIKey,TEXT,Secret,d958ac21a8ecf6f9914d73f3f404b4c6
Employee,Age,INT,Private,73
Employee,Gender,TEXT,Private,male
Employee,FullName,TEXT,Private,Matthew Cook
ITSecurity,LoginAttempts,INT,Private,26
Employee,Address,TEXT,Private,"086 Alicia Spring Suite 146
New Tammy, MD 26150"
Finance,TaxID,TEXT,Secret,GB90SODC80161037319781
Finance,CreditCardNumber,TEXT,Secret,GB47EJHD64696085233195
Finance,CreditCardNumber,TEXT,Secret,GB10KJWH32738401912136
Finance,LoanAmount,DECIMAL,Confidential,15450.89
ITSecurity,APIKey,TEXT,Secret,13a4f46188bc86518acc7eef14c78a9d
Finance,CreditCardNumber,TEXT,Secret,GB11HUIL32956917959346
Employee,JobTitle,TEXT,Private,Hair enjoy size see.
Employee,Salary,DECIMAL,Confidential,18619.76
Finance,TaxID,TEXT,Secret,GB63LOMB43600669464151
Healthcare,EmergencyContact,TEXT,Private,Mrs. Ashley Hanson
ITSecurity,SessionToken,TEXT,Secret,b3bf1069-17c4-4415-9982-a8f515dac7ff
Employee,PhoneNumber,TEXT,Private,(242)369-7342x010
Employee,PhoneNumber,TEXT,Private,856-280-3548x488
Sales,LoyaltyPoints,INT,Private,98
Healthcare,EmergencyContact,TEXT,Private,Michael Herman
Healthcare,MedicalHistory,TEXT,Confidential,Write report.
Sales,OrderHistory,TEXT,Public,Picture year cause.
ITSecurity,PasswordHash,TEXT,Secret,6daad051ee06a18c039663dae282bad51b1648791e3fa289f3ff4f72bdbca11e
Employee,Email,TEXT,Private,xfox@example.com
ITSecurity,PasswordHash,TEXT,Secret,4cdb827f2ff6dcbde38ad98d6b6827a1624d69ca5d0829037d31b61fef0b523a
Employee,Gender,TEXT,Private,trans
ITSecurity,SessionToken,TEXT,Secret,07592513-24c5-43cb-b15a-46424424069e
Healthcare,Prescription,TEXT,Confidential,Best term defense.
Finance,CreditCardNumber,TEXT,Secret,GB25JSKO23162772895241
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,PhoneNumber,TEXT,Private,666.504.0671
Sales,CustomerFeedback,TEXT,Public,Part perform inside.
Employee,Gender,TEXT,Private,male
Finance,BankAccountNumber,TEXT,Confidential,GB24ANEG48315921308368
Finance,BankAccountNumber,TEXT,Confidential,GB43YKTV45288793526426
ITSecurity,APIKey,TEXT,Secret,40eb2bf64657fa4388fd1fea67c317ca
Sales,CustomerFeedback,TEXT,Public,Fire outside spring.
ITSecurity,PasswordHash,TEXT,Secret,6e77124072f0c4410dd56f8d06a03203a298f1a25ae5471de0f0fd4e576144ae
Healthcare,EmergencyContact,TEXT,Private,Cynthia Martin
Finance,TaxID,TEXT,Secret,GB51XEIB29582002597343
ITSecurity,SessionToken,TEXT,Secret,e05cd721-4196-476c-a406-5f34eb8ed0aa
Employee,FullName,TEXT,Private,Cynthia Hanson
Employee,Salary,DECIMAL,Confidential,15739.02
Finance,LoanAmount,DECIMAL,Confidential,65316.11
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB91PFJQ29548522714424
Employee,Age,INT,Private,25
ITSecurity,SessionToken,TEXT,Secret,00a36900-cae9-41c6-b0c5-2b29b0c1649b
Employee,DateOfBirth,DATE,Private,1972-11-30
Sales,OrderHistory,TEXT,Public,Anything space why.
Employee,DateOfBirth,DATE,Private,1981-10-16
Healthcare,Prescription,TEXT,Confidential,Any film off.
ITSecurity,SessionToken,TEXT,Secret,f089b97a-d76e-40e7-8386-0e69fd3efdbf
Finance,CompanyBudget,DECIMAL,Confidential,95982.81
Employee,Salary,DECIMAL,Confidential,18023.23
Employee,Department,TEXT,Private,Music must address.
Finance,LoanAmount,DECIMAL,Confidential,89697.25
Employee,DateOfBirth,DATE,Private,1994-12-23
Healthcare,Prescription,TEXT,Confidential,Group town she win.
Finance,InvestmentValue,DECIMAL,Confidential,26145.84
Employee,Department,TEXT,Private,Vote ask happy.
Employee,Gender,TEXT,Private,female
Finance,TaxID,TEXT,Secret,GB41GFFE50072108494566
ITSecurity,APIKey,TEXT,Secret,635458605d46c1ca32adbd3054691d02
Finance,CompanyBudget,DECIMAL,Confidential,73605.21
Finance,InvestmentValue,DECIMAL,Confidential,39271.61
Sales,CustomerFeedback,TEXT,Public,Necessary mention.
Healthcare,Diagnosis,TEXT,Confidential,Street like I dream.
Employee,PhoneNumber,TEXT,Private,(890)489-6142x0654
ITSecurity,PasswordHash,TEXT,Secret,064b10ee11d832165066d79af7b2bc4105f65f693cc7272c2cdf7c2721a347a4
Employee,Salary,DECIMAL,Confidential,61864.82
Finance,InvestmentValue,DECIMAL,Confidential,15976.08
ITSecurity,LoginAttempts,INT,Private,39
Healthcare,Diagnosis,TEXT,Confidential,Meet six can.
Employee,Salary,DECIMAL,Confidential,97913.67
Employee,Email,TEXT,Private,lisa29@example.net
Healthcare,MedicalHistory,TEXT,Confidential,Job under rule run.
Employee,PhoneNumber,TEXT,Private,392-457-5115x1438
Employee,FullName,TEXT,Private,Kenneth Hawkins
Finance,CompanyBudget,DECIMAL,Confidential,94755.22
Employee,Address,TEXT,Private,"88493 Jackson Via
Port Christine, MS 73959"
Employee,Address,TEXT,Private,"1563 Jessica Alley
Brayview, NE 28438"
Sales,OrderHistory,TEXT,Public,Deep similar coach.
Employee,Salary,DECIMAL,Confidential,86004.44
ITSecurity,LoginAttempts,INT,Private,71
Employee,JobTitle,TEXT,Private,These next because.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB62CTIG35688932272990
ITSecurity,LoginAttempts,INT,Private,96
ITSecurity,APIKey,TEXT,Secret,e49964442075e991e69f9d635afded60
Finance,CompanyBudget,DECIMAL,Confidential,78936.32
Healthcare,Prescription,TEXT,Confidential,Know check should.
Finance,TaxID,TEXT,Secret,GB11MEAX80934632191569
Employee,Email,TEXT,Private,kathleensmith@example.org
Sales,OrderHistory,TEXT,Public,Maybe bring leg.
Healthcare,MedicalHistory,TEXT,Confidential,True herself mouth.
Employee,Department,TEXT,Private,Heavy car case.
Employee,FullName,TEXT,Private,Garrett Wall
Employee,EmployeeID,TEXT,Private,Training structure.
ITSecurity,SessionToken,TEXT,Secret,6b1877ba-0878-4d7d-b00a-507136b26704
Sales,CustomerFeedback,TEXT,Public,Air general.
Employee,Gender,TEXT,Private,female
ITSecurity,APIKey,TEXT,Secret,f4494ee5497f990896f5c2c7d7527c14
Finance,CompanyBudget,DECIMAL,Confidential,15147.3
Sales,LoyaltyPoints,INT,Private,37
Employee,PhoneNumber,TEXT,Private,(766)820-8786x9979
Finance,BankAccountNumber,TEXT,Confidential,GB18UWNS08111242678580
Sales,LoyaltyPoints,INT,Private,51
Finance,TaxID,TEXT,Secret,GB13EXVI57477710166477
ITSecurity,LoginAttempts,INT,Private,33
Sales,OrderHistory,TEXT,Public,Fall guess beyond.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB82TEEW35777890970281
Employee,Salary,DECIMAL,Confidential,33298.61
Sales,FavoriteProducts,TEXT,Public,Enjoy daughter rest.
Sales,FavoriteProducts,TEXT,Public,Money offer nor.
Employee,FullName,TEXT,Private,Shawn Chambers
Finance,CompanyBudget,DECIMAL,Confidential,68102.95
Employee,ManagerName,TEXT,Private,Luis Anderson
Employee,DateOfBirth,DATE,Private,2017-01-25
Sales,LoyaltyPoints,INT,Private,67
ITSecurity,SessionToken,TEXT,Secret,a5291e9e-d49a-4e66-8b47-032cc039714a
Employee,Address,TEXT,Private,"7609 Young Mills
Jaredshire, MD 41829"
Finance,InvestmentValue,DECIMAL,Confidential,40940.68
Healthcare,EmergencyContact,TEXT,Private,Erica Williams
ITSecurity,SessionToken,TEXT,Secret,70b86e08-cb3e-40bd-9ffe-d8005d800962
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB33XXGJ14075006906108
Healthcare,EmergencyContact,TEXT,Private,Carmen Lee
Healthcare,Prescription,TEXT,Confidential,Early provide how.
Employee,PhoneNumber,TEXT,Private,+1-823-812-5956x36946
Sales,CustomerFeedback,TEXT,Public,They strong soon.
Sales,CustomerFeedback,TEXT,Public,Cause these.
Sales,FavoriteProducts,TEXT,Public,Take everybody full.
Employee,JobTitle,TEXT,Private,Education about.
Employee,Department,TEXT,Private,Including health.
Sales,CustomerFeedback,TEXT,Public,Modern serious may.
Sales,OrderHistory,TEXT,Public,Stuff how thus.
Finance,TaxID,TEXT,Secret,GB57SMOQ70961282664308
Employee,JobTitle,TEXT,Private,Throw bad fund.
ITSecurity,APIKey,TEXT,Secret,4deaba86f5460ea9523dfde56a6b7165
Employee,Age,INT,Private,70
Finance,BankAccountNumber,TEXT,Confidential,GB59FRHV90778115870034
Employee,FullName,TEXT,Private,Nancy Harris
Employee,DateOfBirth,DATE,Private,1996-05-24
Employee,Salary,DECIMAL,Confidential,59012.22
Finance,InvestmentValue,DECIMAL,Confidential,38165.2
ITSecurity,SessionToken,TEXT,Secret,73211bd9-ab57-422f-b97c-3515091ab57a
ITSecurity,SessionToken,TEXT,Secret,6704d610-6ba6-43e3-95a7-ce08bbd85de5
Employee,Salary,DECIMAL,Confidential,82837.35
Finance,CreditCardNumber,TEXT,Secret,GB35RFCP21197865442008
ITSecurity,LoginAttempts,INT,Private,79
Employee,Address,TEXT,Private,"11558 Jennifer Loop
Port Stephanie, NM 52013"
Sales,LoyaltyPoints,INT,Private,54
Healthcare,Diagnosis,TEXT,Confidential,Write run argue.
Finance,TaxID,TEXT,Secret,GB49IMSQ58510870457315
Employee,Department,TEXT,Private,Here four describe.
Sales,OrderHistory,TEXT,Public,Board simply three.
Healthcare,Diagnosis,TEXT,Confidential,None could manager.
Sales,DiscountCoupons,TEXT,Public,Perform let long.
Employee,Department,TEXT,Private,Fund win Democrat.
Employee,DateOfBirth,DATE,Private,1991-02-04
Employee,ManagerName,TEXT,Private,Laurie Ayers
Finance,BankAccountNumber,TEXT,Confidential,GB13UUVX59286039130122
Employee,EmployeeID,TEXT,Private,Fish trip indicate.
Healthcare,EmergencyContact,TEXT,Private,Willie Gregory
Employee,Gender,TEXT,Private,trans
Employee,EmployeeID,TEXT,Private,Always run use.
Healthcare,EmergencyContact,TEXT,Private,Christian West
Healthcare,MedicalHistory,TEXT,Confidential,Around risk.
Healthcare,Diagnosis,TEXT,Confidential,Natural artist.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,CreditCardNumber,TEXT,Secret,GB07TDJR13164121311227
Finance,CompanyBudget,DECIMAL,Confidential,30451.69
Finance,CompanyBudget,DECIMAL,Confidential,36718.03
Finance,CreditCardNumber,TEXT,Secret,GB55VAYK65185332387632
Finance,CompanyBudget,DECIMAL,Confidential,93240.49
ITSecurity,SessionToken,TEXT,Secret,f42bc146-b78e-40c9-bef6-a10cda64366d
Employee,EmployeeID,TEXT,Private,Local.
Sales,DiscountCoupons,TEXT,Public,Design many bill.
ITSecurity,LoginAttempts,INT,Private,55
Healthcare,Prescription,TEXT,Confidential,Indeed cause they.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,FullName,TEXT,Private,Keith Brooks
Employee,DateOfBirth,DATE,Private,1979-10-19
Employee,JobTitle,TEXT,Private,Another reason.
Finance,InvestmentValue,DECIMAL,Confidential,80383.05
Finance,LoanAmount,DECIMAL,Confidential,14943.55
Healthcare,MedicalHistory,TEXT,Confidential,Wide more behavior.
Sales,FavoriteProducts,TEXT,Public,Thought show street.
Healthcare,EmergencyContact,TEXT,Private,Mary Watson
Healthcare,Diagnosis,TEXT,Confidential,Though interview.
Sales,FavoriteProducts,TEXT,Public,Compare ever heart.
Employee,PhoneNumber,TEXT,Private,713.960.0956
Healthcare,EmergencyContact,TEXT,Private,Tony Perez
Employee,Gender,TEXT,Private,male
Healthcare,Diagnosis,TEXT,Confidential,Far many painting.
Finance,CreditCardNumber,TEXT,Secret,GB34CFEQ37741191850895
Finance,CreditCardNumber,TEXT,Secret,GB60KJHQ70042840620318
Employee,Gender,TEXT,Private,trans
Healthcare,Prescription,TEXT,Confidential,Authority work walk.
Sales,DiscountCoupons,TEXT,Public,Trip join consider.
Healthcare,Prescription,TEXT,Confidential,Break number owner.
Finance,CompanyBudget,DECIMAL,Confidential,74831.7
Employee,EmployeeID,TEXT,Private,Great reduce.
Healthcare,MedicalHistory,TEXT,Confidential,Side debate whole.
Employee,Gender,TEXT,Private,male
Finance,BankAccountNumber,TEXT,Confidential,GB83VXLS43998576715404
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,LoyaltyPoints,INT,Private,25
Healthcare,Prescription,TEXT,Confidential,Area week station.
Employee,Address,TEXT,Private,"70439 Cox Flat
West Dan, MT 20208"
Sales,FavoriteProducts,TEXT,Public,Professional.
Employee,Department,TEXT,Private,Program likely.
Healthcare,EmergencyContact,TEXT,Private,Ryan Anderson
Employee,Salary,DECIMAL,Confidential,37299.33
Finance,LoanAmount,DECIMAL,Confidential,1480.67
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB19ASOG68944275610230
Finance,InvestmentValue,DECIMAL,Confidential,89179.61
Sales,OrderHistory,TEXT,Public,Through activity.
Sales,DiscountCoupons,TEXT,Public,Sport white nation.
Employee,EmployeeID,TEXT,Private,Next father among.
Sales,OrderHistory,TEXT,Public,Difficult until she.
Finance,InvestmentValue,DECIMAL,Confidential,11977.31
ITSecurity,APIKey,TEXT,Secret,4adf37b71fe9ed402a203b5c014c9bcf
Employee,EmployeeID,TEXT,Private,Network year.
Sales,CustomerFeedback,TEXT,Public,Focus charge.
Healthcare,Diagnosis,TEXT,Confidential,Arrive material.
Employee,ManagerName,TEXT,Private,Tony Duncan
